id_venta,Vehiculo,Nombre,Apellidos,DNI,Licencia,Fecha_Nacimiento,Genero,id_Sucursal,Empleado,Dias,FechaPago,Monto_total
636,SVX,Melvyn,Deniso,425-82-6876,04-8311099,19/11/1954,M,5,Melvyn Deniso,12,02/03/2023,$15406.83
637,Commander,Obadias,Kluger,482-05-7409,92-6746155,31/03/1973,M,4,Obadias Kluger,15,25/06/2022,$9252.36
638,Outlander Sport,Phedra,Yuryev,677-83-3724,81-9936603,06/03/1975,F,1,Phedra Yuryev,1,25/01/2023,$2121.50
639,CL65 AMG,Josselyn,Boldt,524-34-9377,00-9400091,19/07/1953,F,4,Josselyn Boldt,13,04/07/2022,$8495.83
640,Grand Prix Turbo,Alfons,Curl,479-84-2487,73-1053016,13/02/1976,M,6,Alfons Curl,10,20/05/2022,$4951.07
641,Trans Sport,Aura,Borth,120-57-5383,88-9962719,18/04/1988,F,4,Aura Borth,2,21/07/2023,$7639.22
642,Town Car,Sally,Begley,504-84-9759,71-9153298,28/12/1950,F,4,Sally Begley,14,17/02/2023,$9787.81
643,1500,Vitoria,Holtom,612-19-5199,86-1438539,09/11/2000,F,5,Vitoria Holtom,15,27/03/2022,$5578.84
644,STS,Osbourne,Pacher,616-78-2710,24-5607174,23/06/1971,M,6,Osbourne Pacher,3,15/04/2023,$17007.25
645,SX4,Bernadine,Hartwell,810-11-0077,46-8416655,17/04/1967,F,6,Bernadine Hartwell,9,27/02/2023,$13277.05
646,Alpina B7,Benoite,Benian,742-39-0647,90-3437550,28/07/1994,F,3,Benoite Benian,13,21/11/2022,$3804.83
647,Optima,Sheffy,Haker,120-20-2950,35-2211048,11/06/1978,M,4,Sheffy Haker,9,03/05/2022,$8627.09
648,Phantom,Floyd,Habbijam,219-94-5236,30-6189269,30/06/1985,M,4,Floyd Habbijam,3,31/10/2022,$857.89
649,Acadia,Tatiana,Maytum,262-07-9476,04-4226654,10/04/2001,F,1,Tatiana Maytum,9,04/04/2022,$16787.28
650,Legend,Anette,Crowest,718-35-1980,66-8678337,12/03/1958,F,2,Anette Crowest,3,20/07/2022,$5411.69
651,Mighty Max,Jud,Tregea,497-36-2555,59-6691374,29/06/1984,M,3,Jud Tregea,9,02/06/2022,$9676.08
652,MPV,Alphonso,Sorley,455-16-2828,41-7325773,16/04/1966,M,6,Alphonso Sorley,3,15/09/2022,$16516.79
653,Continental,Craggie,Tillman,395-25-4740,11-0431123,26/05/1981,M,2,Craggie Tillman,12,16/09/2022,$16915.25
654,Murciélago,Lanni,Stebbings,685-09-7777,98-4214343,16/04/1998,F,5,Lanni Stebbings,14,08/01/2022,$12568.29
655,Ram Van B150,Selie,Loosemore,201-92-4158,31-8396786,01/05/1973,F,2,Selie Loosemore,3,07/04/2023,$10770.04
656,626,Brita,Bimrose,553-75-5267,65-9951105,05/10/1985,F,4,Brita Bimrose,15,13/01/2022,$16598.90
657,Jetta III,Maia,Witherden,102-49-5687,53-6858049,20/01/1965,F,5,Maia Witherden,14,16/11/2022,$16203.52
658,1500 Club Coupe,Devina,Clapston,200-66-2886,46-1594760,01/02/1993,F,1,Devina Clapston,5,08/12/2022,$14247.00
659,62,Melloney,Vila,423-32-5189,72-3776059,28/05/1969,F,5,Melloney Vila,10,14/06/2022,$8292.12
660,500SEL,Arni,Cristofanini,887-20-0975,81-0937975,01/05/1950,M,2,Arni Cristofanini,8,25/02/2022,$2440.03
661,SL-Class,Donnie,Tye,128-98-3100,25-1509639,30/06/1977,F,1,Donnie Tye,13,12/01/2023,$12638.17
662,Freestar,Gilbert,Straker,871-62-1941,69-1012886,30/09/1984,M,2,Gilbert Straker,12,14/02/2022,$11955.63
663,Envoy,Brina,Mitham,625-62-8266,87-3198820,08/07/2003,F,3,Brina Mitham,2,11/10/2022,$14743.36
664,TL,Garv,Jolliman,796-22-4541,31-9669269,29/12/1979,M,6,Garv Jolliman,15,30/04/2023,$7882.18
665,Freestar,Jana,Ryam,620-39-5943,56-4665416,25/08/1987,F,1,Jana Ryam,12,28/06/2023,$12630.78
666,7 Series,Nettle,Cowderoy,267-68-5537,96-7375376,28/10/1976,F,1,Nettle Cowderoy,13,16/11/2022,$7270.39
667,Suburban 1500,Terrance,Toppin,476-97-1392,35-7901500,01/09/1999,M,4,Terrance Toppin,8,19/04/2022,$8113.51
668,Silverado 2500,Judah,Tavner,425-22-1053,89-6761922,16/03/1978,M,1,Judah Tavner,3,29/08/2022,$15528.59
669,Dakota,Nobe,Tofful,662-71-6510,09-2729024,19/07/1993,M,4,Nobe Tofful,11,28/09/2022,$1862.52
670,Electra,Siana,Guile,607-03-1719,37-6346089,23/06/1956,F,5,Siana Guile,13,28/04/2023,$13671.95
671,Navigator,Biron,Pardey,725-88-4400,44-2963316,07/11/1955,M,6,Biron Pardey,8,05/07/2023,$7321.12
672,Tribeca,Nan,Vidloc,671-75-2182,47-3511628,01/03/1980,F,5,Nan Vidloc,5,15/07/2022,$4947.37
673,S6,Babbette,Scarff,423-69-0053,65-4225799,24/08/1950,F,2,Babbette Scarff,2,21/07/2022,$5894.70
674,Esprit,Thorpe,Harrod,680-02-9383,26-1189094,21/12/1968,M,1,Thorpe Harrod,5,18/09/2023,$16203.24
675,S80,Abner,Alfonsetto,237-29-2865,77-9612787,09/01/1979,M,5,Abner Alfonsetto,1,08/09/2023,$8467.32
676,W201,Marena,Lockyer,769-91-6924,79-8297053,24/07/1952,F,5,Marena Lockyer,13,07/09/2023,$1573.25
677,Sonata,Clement,Goshawk,595-94-3973,98-2740623,16/03/1978,M,5,Clement Goshawk,13,08/08/2022,$13515.23
678,C-Class,Angelle,Katz,193-83-1664,56-3391715,10/05/1963,F,1,Angelle Katz,3,13/03/2022,$11554.70
679,Esprit,Anthea,Hilley,120-63-5550,41-3054164,25/12/1988,F,4,Anthea Hilley,1,28/09/2023,$2546.61
680,Mark VII,Friederike,Umpleby,649-08-7883,80-5515174,18/02/2002,F,6,Friederike Umpleby,1,20/01/2022,$9632.96
681,Camry,Sven,Gummory,158-71-9718,39-6384639,26/10/1953,M,1,Sven Gummory,1,05/08/2023,$15716.25
682,2500 Club Coupe,Lukas,Woodward,245-68-3486,96-9546586,10/07/2002,M,5,Lukas Woodward,2,17/02/2023,$15709.19
683,X6,Reid,Pellamonuten,436-31-8498,21-3763114,16/12/1958,M,4,Reid Pellamonuten,3,01/03/2023,$3655.24
684,Suburban 2500,Pollyanna,Ruddom,258-14-5959,27-4496842,23/06/1991,F,1,Pollyanna Ruddom,8,06/04/2022,$4579.74
685,Cavalier,Rudyard,Neachell,623-43-3272,01-5874054,02/06/1975,M,4,Rudyard Neachell,14,11/05/2022,$7319.40
686,911,Clara,Loney,816-26-9876,40-2739040,20/06/1984,F,5,Clara Loney,7,17/04/2022,$18984.01
687,Century,Blondelle,Scade,701-97-5556,41-1029109,28/01/1990,F,2,Blondelle Scade,2,25/03/2022,$11464.70
688,LS,Granville,McCallister,714-20-0248,83-4464674,25/03/1962,M,2,Granville McCallister,10,25/09/2023,$15608.31
689,Ram 1500,Chelsie,Merryman,891-61-6233,83-3192271,08/08/1994,F,3,Chelsie Merryman,13,15/07/2023,$9552.58
690,RAV4,Rafaela,Bleiman,725-62-1614,07-9761395,21/04/1974,F,5,Rafaela Bleiman,13,07/06/2023,$12923.00
691,Monte Carlo,Giacobo,Mostyn,562-53-4942,07-7561733,08/02/1997,M,4,Giacobo Mostyn,15,01/08/2022,$10080.03
692,RS 4,Roby,Banger,626-50-0345,87-3451656,12/10/1977,F,3,Roby Banger,5,31/05/2023,$15291.53
693,RL,See,Pycock,879-40-2158,88-2182980,11/04/1996,M,1,See Pycock,7,03/03/2023,$2046.57
694,Firefly,Meggie,Lerohan,791-21-7606,70-1662921,10/04/1993,F,4,Meggie Lerohan,9,11/01/2022,$10423.63
695,Express 1500,Chrystal,Gettings,309-69-8240,30-2668171,21/06/1998,F,3,Chrystal Gettings,5,21/08/2022,$2897.88
696,Windstar,Theodoric,Absolom,645-78-0831,92-6299716,07/09/1988,M,1,Theodoric Absolom,5,04/04/2023,$4521.11
697,Sequoia,Elsy,Ginnane,504-27-4616,17-0889185,21/04/1997,F,3,Elsy Ginnane,14,11/05/2022,$18583.32
698,Town & Country,Betsy,Verity,732-35-9404,57-5787054,26/09/1968,F,5,Betsy Verity,2,25/01/2023,$16602.67
699,200,Hansiain,Petyankin,774-27-9909,47-0035652,01/09/1956,M,2,Hansiain Petyankin,9,08/01/2022,$1314.88
700,HED-5,Tristam,Nendick,314-15-6962,60-9856265,16/05/1979,M,1,Tristam Nendick,8,28/07/2023,$5170.96
701,Prowler,Phelia,Ivanenko,640-90-7778,15-9847552,10/04/1987,F,2,Phelia Ivanenko,15,15/09/2023,$16300.36
702,MKZ,Cassie,Hardson,204-47-7865,68-3885783,29/08/1976,F,4,Cassie Hardson,6,10/07/2023,$610.26
703,A6,Carolin,Marguerite,318-77-0938,82-3551878,22/10/1961,F,5,Carolin Marguerite,14,23/06/2023,$8569.66
704,Express 2500,Kane,Toomey,264-21-0276,61-2180948,05/09/1960,M,6,Kane Toomey,6,26/06/2023,$668.18
705,Express 1500,Wakefield,Elliker,894-58-1270,92-2773386,29/08/1959,M,2,Wakefield Elliker,1,26/09/2023,$15867.65
706,Vibe,Zachary,Brenneke,789-36-4846,30-5475801,12/11/1980,M,1,Zachary Brenneke,3,01/07/2023,$8983.26
707,B-Series Plus,Cristy,Readmire,491-08-5149,20-1271586,07/04/1991,F,6,Cristy Readmire,13,18/09/2022,$5523.22
708,Suburban 1500,Chane,Treske,623-01-5066,71-0596049,20/04/1958,M,4,Chane Treske,3,20/05/2022,$1854.77
709,Edge,Freddy,Le Sieur,664-44-5837,10-7412655,07/11/1996,F,3,Freddy Le Sieur,13,18/08/2022,$10503.37
710,LS,Ediva,Gronaller,678-27-0272,79-9395236,03/01/1979,F,5,Ediva Gronaller,6,31/10/2022,$9451.51
711,H1,Codie,Fancutt,176-13-6510,20-7322580,23/02/1988,M,3,Codie Fancutt,15,20/04/2023,$15061.18
712,W201,Roselin,Unthank,727-65-3370,31-5153096,30/11/1968,F,4,Roselin Unthank,12,14/08/2023,$7205.65
713,Navigator L,Sylas,Comberbach,306-91-4319,34-4256688,18/03/1956,M,4,Sylas Comberbach,7,15/04/2022,$6199.66
714,4Runner,Shirlene,Marriage,893-35-0261,73-1155812,09/02/1989,F,5,Shirlene Marriage,2,03/11/2022,$16863.70
715,Yukon XL 2500,Marigold,Brusin,293-11-5437,40-5575563,01/05/1996,F,3,Marigold Brusin,4,11/09/2022,$19711.97
716,Century,Nicolais,Gonnard,774-61-7415,80-9082083,29/08/1951,M,4,Nicolais Gonnard,6,17/07/2023,$16747.59
717,458 Italia,Roanna,Moyser,242-18-0231,37-0598911,21/03/2003,F,1,Roanna Moyser,9,04/01/2022,$7462.81
718,ZDX,Douglass,Hatchell,484-16-5682,28-1535645,21/01/1990,M,4,Douglass Hatchell,9,11/03/2022,$19485.10
719,Sunbird,Loretta,Pollen,218-32-9809,37-2657510,28/07/2003,F,1,Loretta Pollen,8,22/09/2023,$12911.70
720,NSX,Alanna,Mumbey,597-38-9423,72-6040606,14/01/1959,F,6,Alanna Mumbey,10,19/02/2022,$7572.62
721,TL,Allx,Beane,821-77-1579,85-0895062,16/12/1973,F,4,Allx Beane,9,31/03/2023,$6080.52
722,FX,Elijah,Crinion,702-02-0838,38-4333352,17/10/1957,M,3,Elijah Crinion,7,13/08/2023,$1857.85
723,Passat,Arabele,Keyser,384-61-7339,96-0438888,26/01/1983,F,4,Arabele Keyser,8,24/05/2022,$5126.45
724,Trooper,Jamal,Koop,445-61-9031,71-5096328,21/09/1975,M,6,Jamal Koop,6,17/06/2023,$13031.22
725,RX,Shurlock,Paty,284-67-5747,01-0394548,19/11/1956,M,6,Shurlock Paty,1,15/07/2022,$17523.60
726,3500,Freida,Nottram,709-90-5620,71-2451190,09/02/1968,F,1,Freida Nottram,11,16/06/2022,$9271.88
727,F-Series,Horacio,Normanvell,791-56-9951,04-9062911,24/06/1979,M,2,Horacio Normanvell,13,25/05/2022,$12337.64
728,Continental,Lindsay,Dumphrey,425-31-2914,13-6251539,01/09/1965,M,6,Lindsay Dumphrey,7,16/09/2022,$2586.83
729,Durango,Misty,Hayworth,253-38-4782,46-7061472,02/01/1962,F,3,Misty Hayworth,6,13/04/2023,$17551.35
730,Compass,Meridith,Fensome,429-72-6660,55-8908113,01/06/1961,F,1,Meridith Fensome,9,10/04/2023,$19093.05
731,Mirage,Betteann,Cowap,799-89-2991,91-5416388,04/03/1975,F,3,Betteann Cowap,5,05/02/2023,$9908.55
732,CL-Class,Cyrill,Rooksby,433-89-2808,78-9727414,27/06/2000,M,1,Cyrill Rooksby,14,21/12/2022,$19347.33
733,Cooper,Bill,Geibel,488-80-7555,10-2635496,01/11/1989,F,1,Bill Geibel,2,22/08/2023,$10755.26
734,Silverado 2500,Cornie,Timmins,659-07-8170,31-7875724,12/08/1983,F,4,Cornie Timmins,1,13/04/2023,$6704.00
735,Eldorado,Tadeo,Yewdell,440-55-5902,20-3660748,16/03/1951,M,4,Tadeo Yewdell,10,23/08/2022,$18314.32
736,rio,Hill,Robins,776-24-3875,36-9469654,07/01/1963,M,5,Hill Robins,9,18/11/2022,$11754.84
737,Daewoo Magnus,Opalina,Lawlings,300-15-9977,30-1234864,11/12/1967,F,3,Opalina Lawlings,7,19/07/2022,$1943.29
738,Sierra 2500,Valma,Onele,438-25-3068,89-0833735,16/09/1990,F,3,Valma Onele,8,03/12/2022,$11125.07
739,Continental Flying Spur,Pen,Jessope,825-96-9387,75-2360764,18/04/1956,M,5,Pen Jessope,2,16/03/2022,$9895.29
740,Biturbo,Kathe,Kibby,407-26-8044,04-5871178,19/08/1969,F,1,Kathe Kibby,10,30/03/2022,$17503.94
741,S60,Querida,Daftor,408-87-2646,67-0320035,04/12/1998,F,4,Querida Daftor,7,18/04/2023,$12641.92
742,Navajo,Josie,Salvati,866-77-3307,39-8385469,11/09/1990,F,2,Josie Salvati,10,04/11/2022,$5476.84
743,3500 Club Coupe,Livy,Hawson,457-68-0055,38-6853618,08/03/1992,F,5,Livy Hawson,5,14/04/2023,$9132.46
744,Solstice,Kitti,Hambridge,401-87-8927,72-7407407,05/02/1955,F,1,Kitti Hambridge,10,08/06/2023,$3047.10
745,C8 Spyder Wide Body,Neil,Deboy,819-85-3633,58-9997655,07/06/1964,M,3,Neil Deboy,3,30/03/2023,$16103.81
746,Insight,Regan,Grinter,496-12-0550,72-8442025,07/08/1973,F,4,Regan Grinter,5,06/05/2022,$17425.74
747,Rondo,Neda,Holtham,888-52-4214,09-7623012,08/07/1964,F,5,Neda Holtham,3,02/08/2023,$17518.16
748,Suburban 1500,Danika,Shervil,895-21-6539,91-0022220,30/12/1996,F,4,Danika Shervil,10,30/01/2022,$18160.03
749,XJ Series,Cass,Strick,571-76-9801,32-1932705,18/12/1985,M,5,Cass Strick,13,24/12/2022,$4047.75
750,Sonata,Thurston,Ebbitt,817-26-2801,28-3426126,11/11/1955,M,1,Thurston Ebbitt,12,19/09/2023,$10961.16
751,4Runner,Glennie,Sydes,890-68-9276,85-8812956,28/12/1967,F,2,Glennie Sydes,7,17/12/2022,$13388.28
752,90,Beverlie,De Carolis,506-70-7362,53-4447132,24/08/1972,F,4,Beverlie De Carolis,5,31/05/2023,$2725.68
753,Venture,Boote,Cratere,829-58-9887,40-6208584,22/09/1952,M,6,Boote Cratere,8,23/06/2022,$8246.30
754,Neon,Regan,Jancso,889-48-2859,67-8326043,21/08/1994,F,1,Regan Jancso,1,20/07/2022,$16534.74
755,Tracker,Prisca,Upston,290-59-1856,97-8524601,25/11/1969,F,1,Prisca Upston,14,12/01/2022,$18220.17
756,Concorde,Anne-corinne,Belle,564-18-2338,32-4971754,28/07/1964,F,6,Anne-corinne Belle,12,17/04/2023,$11236.22
757,Quattroporte,Aguste,Digges,869-56-2869,89-0059813,14/01/1984,M,1,Aguste Digges,7,07/03/2023,$15159.05
758,Defender,Maury,Doogue,509-55-0972,43-7161634,07/06/1977,M,4,Maury Doogue,7,29/11/2022,$8759.23
759,SLK-Class,Demetris,Swires,801-83-8174,14-2769070,09/05/1956,F,2,Demetris Swires,12,30/04/2022,$10188.29
760,Grand Cherokee,Emmalynne,Zorzi,411-71-9390,58-1878652,10/04/1970,F,1,Emmalynne Zorzi,12,16/03/2022,$18365.38
761,Viper,Carny,Horlick,475-87-8853,27-8858647,02/09/1969,M,5,Carny Horlick,13,10/10/2022,$17852.93
762,Silverado 2500,Carolus,Bavin,756-49-3103,55-4686427,22/12/1998,M,3,Carolus Bavin,5,25/07/2022,$3651.58
763,7 Series,Phillipp,Mehmet,785-98-9192,33-3179508,04/07/1951,M,4,Phillipp Mehmet,12,27/12/2022,$9759.54
764,Taurus,Angie,Austick,146-12-6169,08-4645145,21/06/1991,F,2,Angie Austick,6,10/12/2022,$4965.64
765,Riviera,Normie,Ortell,529-76-3224,55-6473572,09/10/1986,M,4,Normie Ortell,15,07/09/2023,$5063.10
766,Mountaineer,Brett,Mavin,143-73-6318,04-7638409,29/08/1956,M,6,Brett Mavin,3,27/02/2023,$15923.90
767,V8 Vantage S,Honey,Allridge,802-46-4493,77-1041665,28/06/2004,F,4,Honey Allridge,7,01/02/2022,$12167.82
768,Virage,Delmor,Wilhelmy,143-31-6654,91-5527265,02/12/1957,M,6,Delmor Wilhelmy,5,08/02/2023,$12581.99
769,2500,Jarib,Layzell,543-94-2660,09-6067835,19/12/1991,M,4,Jarib Layzell,4,04/03/2023,$19659.60
770,Ram,Conroy,Motten,822-02-5517,80-5004143,12/11/1963,M,1,Conroy Motten,11,06/03/2023,$16713.86
771,Civic Si,Justino,Sermin,302-68-0680,34-6101653,13/09/2000,M,5,Justino Sermin,7,20/04/2022,$6978.50
772,Amigo,Margette,Paddington,108-14-6601,44-5892967,09/02/1952,F,5,Margette Paddington,3,22/04/2022,$12654.50
773,IS-F,Giselle,McGinly,872-10-5605,70-5808459,08/01/1952,F,1,Giselle McGinly,12,18/10/2022,$18530.21
774,Mariner,Geordie,Giannazzo,284-96-2547,55-6978454,23/09/1976,M,6,Geordie Giannazzo,15,05/07/2023,$6984.07
775,Sierra 2500,Cloe,Middell,674-32-2953,72-8941400,05/11/1980,F,2,Cloe Middell,3,17/04/2022,$1389.93
776,Equator,Kynthia,Gahan,264-92-4314,55-7266750,06/09/1967,F,1,Kynthia Gahan,4,22/06/2022,$18667.02
777,Mazdaspeed6,Jory,Corbet,428-62-4940,46-8722684,25/08/2002,M,5,Jory Corbet,14,23/08/2022,$15080.15
778,6000,Luke,MacCallion,895-12-0876,16-8201839,31/12/2000,M,2,Luke MacCallion,4,31/05/2023,$9339.31
779,Grand Marquis,Lorine,Clubley,274-19-8498,92-5174187,15/03/1967,F,3,Lorine Clubley,6,13/01/2022,$18803.23
780,Viper RT/10,Bob,Cadalleder,478-96-0761,54-1419230,30/12/1987,M,5,Bob Cadalleder,8,08/05/2022,$8667.64
781,S6,Aggie,Margrett,682-52-9459,89-7538629,18/08/1969,F,5,Aggie Margrett,7,20/05/2022,$3962.07
782,Legacy,Dani,Sissland,298-84-9782,05-5261987,30/09/1966,F,6,Dani Sissland,6,21/08/2023,$13638.08
783,R-Class,Todd,Adds,800-10-9128,02-5049052,08/12/1991,M,5,Todd Adds,5,12/06/2023,$12913.19
784,Pajero,Glenine,Elsey,643-66-1856,08-6210452,17/05/1983,F,5,Glenine Elsey,4,13/08/2023,$6012.27
785,E-Class,Selie,Hubbart,876-04-0407,57-7545356,14/05/1977,F,3,Selie Hubbart,3,24/09/2023,$10463.06
786,Neon,Venita,Marde,197-44-0120,73-1430650,26/05/1989,F,5,Venita Marde,14,28/07/2023,$2529.50
787,Civic,Tania,Coppock.,411-90-3309,68-9660420,04/03/1964,F,2,Tania Coppock.,15,03/04/2022,$6830.71
788,2500 Club Coupe,Corrianne,Warfield,470-41-2766,62-6419316,14/05/1954,F,5,Corrianne Warfield,14,28/06/2022,$5024.58
789,V50,Tedmund,Byer,521-66-9970,93-1445878,28/08/2004,M,5,Tedmund Byer,2,25/03/2022,$17506.16
790,B-Series Plus,Nefen,Fortnon,522-86-5843,22-3373704,24/03/1978,M,3,Nefen Fortnon,7,12/05/2023,$1437.67
791,Econoline E350,Daile,Dunckley,233-72-2855,92-4856972,10/07/1970,F,3,Daile Dunckley,12,25/08/2023,$694.94
792,Safari,Tressa,Mattevi,281-35-5277,34-4882971,19/01/1986,F,1,Tressa Mattevi,7,10/05/2022,$2144.97
793,Pilot,Catie,Bims,700-86-2156,64-8457898,13/04/1962,F,5,Catie Bims,4,05/03/2022,$17035.36
794,Expo,Frasquito,Scay,751-36-2836,74-5812633,14/07/1989,M,3,Frasquito Scay,4,25/09/2022,$11855.83
795,Tundra,Merry,Gomm,440-26-7853,18-7676570,01/08/1951,F,2,Merry Gomm,9,26/02/2022,$12008.68
796,745,Chucho,Shallcross,749-59-6192,06-9206049,13/04/1986,M,5,Chucho Shallcross,13,17/09/2022,$5139.98
797,Land Cruiser,Beatrisa,Fagg,361-25-0176,12-8317376,27/02/1983,F,4,Beatrisa Fagg,1,22/07/2022,$2887.98
798,Camry,Prescott,Adrian,617-68-9035,08-1962150,12/05/1972,M,6,Prescott Adrian,7,01/02/2023,$8490.03
799,Ion,Karoly,Martine,158-43-0751,97-1904358,02/07/1952,M,1,Karoly Martine,7,19/11/2022,$16268.55
800,Vantage,Analise,Tankus,364-88-2301,86-3608478,22/10/1993,F,1,Analise Tankus,8,24/04/2023,$18986.32
801,Sable,Nadeen,Timberlake,418-86-6804,40-3629488,26/10/1988,F,1,Nadeen Timberlake,14,21/04/2023,$14972.18
802,Durango,Lebbie,Pereira,235-96-8301,55-7553086,29/06/1951,F,5,Lebbie Pereira,2,04/04/2023,$14063.75
803,Pilot,Lettie,Raubenheimer,502-58-3723,86-3479265,23/04/1997,F,5,Lettie Raubenheimer,9,09/02/2023,$7687.45
804,Gemini,Niki,Goldney,474-50-4417,89-3407828,24/01/1982,F,6,Niki Goldney,6,01/06/2022,$11443.63
805,Entourage,Barde,Skures,547-42-4636,55-0463780,24/01/1993,M,5,Barde Skures,10,14/08/2022,$1098.59
806,GTI,Daniela,Dwyer,477-34-3385,43-7019579,04/06/1983,F,1,Daniela Dwyer,12,16/02/2022,$2781.12
807,Highlander,Anastasia,Northing,492-50-1165,27-9034853,17/11/1986,F,1,Anastasia Northing,2,19/02/2023,$14949.60
808,V8 Vantage,Erhart,Gutman,781-59-3048,52-0239923,20/12/1987,M,2,Erhart Gutman,10,01/08/2023,$5945.10
809,RAV4,Madonna,Matous,366-14-0253,89-1095356,06/07/1998,F,1,Madonna Matous,14,05/01/2023,$8696.93
810,xA,Chickie,Knappett,221-85-6524,59-1796479,06/03/1987,F,4,Chickie Knappett,8,17/01/2023,$7871.62
811,RX-8,Roma,Pllu,335-22-3588,10-6307451,06/05/1989,M,3,Roma Pllu,4,08/10/2022,$2002.06
812,9000,Abner,Atger,884-37-5710,91-3141509,14/06/1957,M,6,Abner Atger,13,23/11/2022,$7756.31
813,Corrado,Annmaria,Shoosmith,543-09-5936,49-1292395,21/11/1970,F,3,Annmaria Shoosmith,8,14/01/2023,$2591.15
814,Allroad,Marcile,Dmych,266-26-2492,91-0814928,13/03/1983,F,6,Marcile Dmych,9,24/04/2022,$11787.31
815,Amanti,Bartie,Cadding,633-36-3228,35-0924217,04/03/1979,M,3,Bartie Cadding,3,19/07/2022,$10983.77
816,Lancer Evolution,Jade,Fass,221-94-3669,80-7394841,03/03/1965,F,3,Jade Fass,2,10/07/2023,$19963.78
817,Elise,Dniren,Gyorffy,368-54-7333,17-1593416,28/11/1999,F,4,Dniren Gyorffy,15,20/09/2022,$7647.97
818,Continental GTC,Kim,Garmans,775-86-0842,20-9586239,16/03/1959,M,2,Kim Garmans,6,10/06/2022,$19445.33
819,S-Class,Reinold,Leathem,243-57-5479,58-2327760,04/05/1961,M,3,Reinold Leathem,5,04/02/2022,$16591.63
820,Rainier,Krishna,Weightman,149-79-6789,65-6207051,06/01/1955,M,4,Krishna Weightman,4,17/02/2023,$9352.84
821,M Roadster,Clementius,Tipton,513-10-6429,49-9741494,18/08/1965,M,2,Clementius Tipton,1,06/02/2022,$8939.89
822,Safari,Nate,Gravell,225-12-8120,29-0163282,04/01/1985,M,1,Nate Gravell,13,13/12/2022,$4827.69
823,Esteem,Kit,Dwelly,548-50-1823,19-2031140,25/02/1995,F,3,Kit Dwelly,12,21/04/2023,$19534.15
824,Echo,Juliane,Stiebler,652-27-8220,05-3042305,04/02/2002,F,5,Juliane Stiebler,8,23/11/2022,$19288.81
825,600,Maggy,Dinwoodie,623-08-4659,25-5267339,25/07/1977,F,6,Maggy Dinwoodie,5,06/10/2023,$11599.07
826,Genesis,Ashlie,Hailey,351-27-2517,77-1705417,07/02/1957,F,6,Ashlie Hailey,15,11/11/2022,$7094.00
827,Grand Marquis,Jamaal,Diperaus,171-90-2263,64-7695239,24/06/1961,M,5,Jamaal Diperaus,12,03/05/2023,$15165.49
828,Venture,Fowler,Steedman,609-03-9520,71-4394226,07/06/1955,M,2,Fowler Steedman,6,17/06/2023,$9973.93
829,Compass,Meris,Pigeon,225-66-5246,93-3003240,31/01/1971,F,5,Meris Pigeon,12,02/04/2023,$1648.23
830,LTD Crown Victoria,Waldon,Danielczyk,352-83-2832,48-8398819,07/05/1961,M,1,Waldon Danielczyk,12,27/11/2022,$7512.37
831,DeVille,Abbe,Merrgen,251-83-0193,96-9891169,28/04/1979,F,3,Abbe Merrgen,9,25/01/2023,$1153.85
832,Ram 1500 Club,Vincenz,Annand,386-43-9947,35-8001539,30/09/1991,M,4,Vincenz Annand,9,17/04/2022,$1107.62
833,C70,Willy,O'Kelly,704-53-1019,04-1974312,12/01/1986,F,1,Willy O'Kelly,15,14/03/2022,$5934.74
834,S-Class,Antons,Josephov,545-40-0368,26-8535442,12/06/1952,M,1,Antons Josephov,2,08/02/2022,$9986.53
835,RX-8,Fabian,Marchiso,522-01-0839,19-1507129,02/06/2004,M,2,Fabian Marchiso,1,08/02/2023,$3650.27
836,HED-5,Aharon,Lethcoe,754-07-1344,32-2618101,19/08/1982,M,2,Aharon Lethcoe,2,27/12/2022,$5156.43
837,CR-V,Yorgo,Stonehouse,701-92-7814,59-5014991,30/08/1955,M,4,Yorgo Stonehouse,10,17/01/2023,$11551.82
838,Traverse,Shane,Luker,464-45-5620,98-5104962,11/10/1969,M,3,Shane Luker,11,07/12/2022,$2247.92
839,F250,Aksel,Cummings,383-59-5226,47-6444026,15/09/1981,M,4,Aksel Cummings,15,15/09/2023,$8601.63
840,Town Car,Maribel,Medler,584-98-7620,66-2343499,31/05/1991,F,5,Maribel Medler,7,18/02/2022,$19906.76
841,Ram 1500,Otho,Edden,372-60-3019,22-0472427,22/07/1986,M,2,Otho Edden,2,06/02/2022,$6202.42
842,928,Lacee,MacComiskey,241-68-2986,08-2609328,29/08/1954,F,6,Lacee MacComiskey,5,25/04/2022,$4561.32
843,Yukon XL,Torey,Bisp,346-41-1113,73-1513505,30/03/1961,F,4,Torey Bisp,15,06/03/2023,$4947.13
844,Suburban 1500,Freida,Whitby,742-27-6796,21-6829583,07/06/1982,F,4,Freida Whitby,3,08/07/2023,$15414.53
845,Hombre,Claudianus,Pyke,586-66-5680,82-4354560,20/04/1962,M,2,Claudianus Pyke,1,04/04/2022,$12680.88
846,Altima,Linnie,McKinn,288-41-5744,52-7261466,11/10/1989,F,4,Linnie McKinn,7,02/08/2023,$9834.19
847,Dakota Club,Gerry,Biaggioli,793-11-0278,92-7438376,02/01/1998,M,5,Gerry Biaggioli,5,21/12/2022,$14876.04
